City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
226,Namatanai,PG,2021-06-06 06:23:36,-3.6667,152.4333,82.38,81,94,6.42,light rain
227,Iranshahr,IR,2021-06-06 06:23:37,27.2025,60.6848,102.2,35,0,6.91,clear sky
228,Berlevag,NO,2021-06-06 06:23:38,70.8578,29.0864,42.55,73,7,20.09,light rain
229,Rondonopolis,BR,2021-06-06 06:23:38,-16.4708,-54.6356,69.33,54,100,2.06,overcast clouds
230,Dores Do Indaia,BR,2021-06-06 06:23:39,-19.4633,-45.6017,61.3,89,50,1.68,scattered clouds
231,Velyka Pysarivka,UA,2021-06-06 06:23:39,50.4259,35.485,58.6,86,91,6.93,light rain
232,Sangar,RU,2021-06-06 06:23:40,63.9242,127.4739,61.57,29,97,13.38,overcast clouds
233,Belaya Gora,RU,2021-06-06 06:23:40,68.5333,146.4167,43.59,62,95,22.91,overcast clouds
234,Karratha,AU,2021-06-06 06:23:41,-20.7377,116.8463,79.61,50,79,15.21,broken clouds
235,Dingle,PH,2021-06-06 06:23:41,10.9995,122.6711,84.78,71,100,6.85,light rain
236,San Cristobal,VE,2021-06-06 06:23:42,7.7669,-72.225,66.2,99,100,3.06,overcast clouds
237,Monrovia,LR,2021-06-06 06:23:43,6.3005,-10.7969,76.77,84,87,1.79,overcast clouds
238,Katherine,AU,2021-06-06 06:23:43,-14.4667,132.2667,84.52,23,86,10.25,overcast clouds
239,Bereda,ES,2021-06-06 06:23:44,43.2686,-7.5406,55.0,99,93,5.01,overcast clouds
240,Wenling,CN,2021-06-06 06:23:44,28.3669,121.36,83.91,60,30,5.53,scattered clouds
241,Duverge,DO,2021-06-06 06:23:45,18.3784,-71.5247,74.84,87,6,0.87,clear sky
242,Winnemucca,US,2021-06-06 06:23:45,40.973,-117.7357,69.85,12,1,11.65,clear sky
243,Arraial Do Cabo,BR,2021-06-06 06:23:46,-22.9661,-42.0278,72.46,87,0,20.15,clear sky
244,Kayankulam,IN,2021-06-06 06:23:46,9.1833,76.5,84.11,69,97,3.56,overcast clouds
245,Korla,CN,2021-06-06 06:23:47,41.7597,86.1469,85.33,22,48,8.55,scattered clouds
246,Hami,CN,2021-06-06 06:23:47,42.8,93.45,81.45,20,90,14.74,overcast clouds
247,San Patricio,US,2021-06-06 06:23:47,28.017,-97.5169,80.49,89,0,7.92,clear sky
248,Bom Jesus,BR,2021-06-06 06:23:48,-9.0744,-44.3586,66.43,67,28,1.99,scattered clouds
249,Enderby,GB,2021-06-06 06:23:48,52.5878,-1.2062,60.66,95,100,3.33,overcast clouds
250,Saint-Pierre,RE,2021-06-06 06:21:11,-21.3393,55.4781,79.29,77,0,6.91,light rain
251,Taoudenni,ML,2021-06-06 06:23:49,22.6783,-3.9836,94.01,19,89,18.95,overcast clouds
252,Itarema,BR,2021-06-06 06:23:49,-2.9248,-39.9167,75.49,90,0,10.16,clear sky
253,Montrose,US,2021-06-06 06:23:50,38.4166,-108.2673,71.6,37,1,10.36,clear sky
254,Ilulissat,GL,2021-06-06 06:23:50,69.2167,-51.1,39.22,81,75,9.22,broken clouds
255,Chokurdakh,RU,2021-06-06 06:23:51,70.6333,147.9167,38.39,70,100,16.08,overcast clouds
256,Sisimiut,GL,2021-06-06 06:23:52,66.9395,-53.6735,40.46,94,100,5.53,light rain
257,Morehead,US,2021-06-06 06:23:52,37.2711,-87.1764,73.11,94,40,0.0,light intensity drizzle
258,Koumac,NC,2021-06-06 06:23:53,-20.5667,164.2833,72.79,64,100,15.97,overcast clouds
259,El Ejido,ES,2021-06-06 06:23:53,36.7763,-2.8146,66.2,88,0,6.91,clear sky
260,Hella,NO,2021-06-06 06:23:54,67.2,14.4333,61.88,56,0,12.66,clear sky
261,Tautira,PF,2021-06-06 06:23:54,-17.7333,-149.15,78.8,83,40,4.61,light rain
262,Mashhad,IR,2021-06-06 06:23:55,36.297,59.6062,87.94,42,0,11.5,clear sky
263,Brigantine,US,2021-06-06 06:22:39,39.4101,-74.3646,75.4,78,1,9.86,clear sky
264,General Roca,AR,2021-06-06 06:23:55,-39.0333,-67.5833,46.4,47,62,7.18,light rain
265,Abu Dhabi,AE,2021-06-06 06:21:39,24.4667,54.3667,100.42,37,0,4.27,clear sky
266,Provideniya,RU,2021-06-06 06:23:56,64.3833,-173.3,40.15,67,58,5.79,broken clouds
267,Saint George,US,2021-06-06 06:22:06,37.1041,-113.5841,90.19,15,1,4.61,clear sky
268,Pentecoste,BR,2021-06-06 06:23:58,-3.7928,-39.2703,78.01,80,3,1.01,clear sky
269,Severo-Kurilsk,RU,2021-06-06 06:23:58,50.6789,156.125,47.26,88,69,10.71,broken clouds
270,Dubbo,AU,2021-06-06 06:23:59,-32.25,148.6167,60.8,51,1,8.05,clear sky
271,Rudnichnyy,RU,2021-06-06 06:24:00,59.617,52.4703,72.45,41,11,7.7,few clouds
272,Mantua,IT,2021-06-06 06:24:00,45.1667,10.7833,71.82,78,36,1.01,scattered clouds
273,Trinidad,BO,2021-06-06 06:24:01,-14.8333,-64.9,71.55,67,43,2.91,scattered clouds
274,Deputatskiy,RU,2021-06-06 06:24:02,69.3,139.9,39.29,59,97,7.9,overcast clouds
275,Kulhudhuffushi,MV,2021-06-06 06:24:02,6.6221,73.07,82.81,76,90,14.83,overcast clouds
276,Coos Bay,US,2021-06-06 06:24:03,43.3665,-124.2179,51.8,82,1,3.44,clear sky
277,Aklavik,CA,2021-06-06 06:24:03,68.2191,-135.0107,42.8,65,75,8.05,broken clouds
278,Truro,GB,2021-06-06 06:24:04,50.2653,-5.0544,58.55,100,75,3.94,broken clouds
279,Zyryanka,RU,2021-06-06 06:24:04,65.75,150.85,76.3,27,3,26.37,clear sky
280,Ostrovnoy,RU,2021-06-06 06:24:04,68.0531,39.5131,42.12,67,70,13.35,broken clouds
281,Bukachacha,RU,2021-06-06 06:24:05,52.9833,116.9167,79.83,23,25,9.98,scattered clouds
282,Valcourt,CA,2021-06-06 06:24:06,45.5001,-72.3158,66.49,99,100,7.85,overcast clouds
283,Kassala,SD,2021-06-06 06:24:06,15.451,36.4,91.13,36,42,9.4,scattered clouds
284,Saint-Joseph,RE,2021-06-06 06:24:07,-21.3667,55.6167,78.21,80,49,3.33,light rain
285,Rantauprapat,ID,2021-06-06 06:24:07,2.1,99.8333,92.52,40,78,3.36,broken clouds
286,Katsuura,JP,2021-06-06 06:24:09,35.1333,140.3,73.51,97,100,8.14,overcast clouds
287,Ust-Nera,RU,2021-06-06 06:24:10,64.5667,143.2,79.16,24,89,11.36,overcast clouds
288,Chuy,UY,2021-06-06 06:24:10,-33.6971,-53.4616,50.14,88,93,7.96,overcast clouds
289,Rapid Valley,US,2021-06-06 06:24:11,44.0625,-103.1463,87.4,38,1,5.75,clear sky
290,Abu Kamal,SY,2021-06-06 06:24:12,34.4506,40.9171,82.92,23,1,15.14,clear sky
291,Lavrentiya,RU,2021-06-06 06:24:12,65.5833,-171.0,35.31,85,81,12.59,light rain
292,Yuncheng,CN,2021-06-06 06:24:13,35.0231,110.9928,101.7,9,58,6.26,broken clouds
293,Calama,CL,2021-06-06 06:21:15,-22.4667,-68.9333,37.89,30,0,20.71,clear sky
294,Vagay,RU,2021-06-06 06:24:13,57.9375,69.0217,77.13,30,26,13.38,scattered clouds
295,Vredendal,ZA,2021-06-06 06:24:14,-31.6683,18.5012,59.9,30,5,16.02,clear sky
296,Chicama,PE,2021-06-06 06:24:14,-7.8447,-79.1469,65.05,87,94,4.18,overcast clouds
297,Guerrero Negro,MX,2021-06-06 06:24:15,27.9769,-114.0611,62.62,86,96,10.87,overcast clouds
298,Bat Khela,PK,2021-06-06 06:24:15,34.6167,71.9714,91.89,33,4,6.13,clear sky
299,Davila,PH,2021-06-06 06:24:16,18.4726,120.5763,85.98,71,100,15.39,overcast clouds
300,Barreirinhas,BR,2021-06-06 06:24:16,-2.7469,-42.8264,75.38,90,3,3.58,clear sky
301,Charlestown,AU,2021-06-06 06:24:17,-32.95,151.6667,62.69,60,0,1.01,clear sky
302,Sur,OM,2021-06-06 06:24:18,22.5667,59.5289,91.62,59,19,8.01,few clouds
303,Ayagoz,KZ,2021-06-06 06:24:18,47.9714,80.4392,64.35,26,0,18.25,clear sky
304,Ambon,ID,2021-06-06 06:24:19,-3.6954,128.1814,84.34,74,40,15.84,scattered clouds
305,Araxa,BR,2021-06-06 06:20:06,-19.5933,-46.9406,62.56,77,0,8.05,clear sky
306,Prado,BR,2021-06-06 06:24:19,-17.3411,-39.2208,71.91,90,37,6.17,scattered clouds
307,Yulara,AU,2021-06-06 06:24:20,-25.2406,130.9889,71.6,23,0,8.05,clear sky
308,Padang,ID,2021-06-06 06:24:20,-0.9492,100.3543,87.85,63,82,4.97,broken clouds
309,Chumikan,RU,2021-06-06 06:24:21,54.7183,135.315,42.08,82,88,7.94,overcast clouds
310,Anadyr,RU,2021-06-06 06:24:21,64.75,177.4833,48.7,71,100,17.16,fog
311,Matara,LK,2021-06-06 06:24:22,5.9485,80.5353,86.27,65,85,12.64,overcast clouds
312,Juneau,US,2021-06-06 06:21:54,58.3019,-134.4197,51.22,95,90,1.99,light rain
313,Melita,CA,2021-06-06 06:24:22,49.2681,-100.9967,69.55,65,35,8.12,heavy intensity rain
314,Beyneu,KZ,2021-06-06 06:24:23,45.3167,55.2,70.79,43,100,11.68,overcast clouds
315,Orangeburg,US,2021-06-06 06:24:23,33.4918,-80.8557,73.67,95,20,0.0,few clouds
316,Verkhoyansk,RU,2021-06-06 06:24:23,67.5447,133.385,56.43,32,96,7.63,overcast clouds
317,Coari,BR,2021-06-06 06:24:24,-4.085,-63.1414,73.45,95,94,2.71,overcast clouds
318,Kefamenanu,ID,2021-06-06 06:24:25,-9.4467,124.4781,81.27,61,80,9.48,broken clouds
319,Trairi,BR,2021-06-06 06:24:13,-3.2778,-39.2689,76.35,87,5,8.01,clear sky
320,Harper,LR,2021-06-06 06:24:25,4.375,-7.7169,76.33,89,91,2.62,moderate rain
321,Saint-Paul,RE,2021-06-06 06:24:26,-21.0096,55.2707,79.74,92,65,1.39,light rain
322,Bundaberg,AU,2021-06-06 06:21:04,-24.85,152.35,72.21,52,90,3.0,overcast clouds
323,Terre Haute,US,2021-06-06 06:24:27,39.4667,-87.4139,69.01,82,1,3.44,clear sky
324,Wanning,CN,2021-06-06 06:24:27,18.8003,110.3967,85.03,76,74,5.73,broken clouds
325,Carlagan,PH,2021-06-06 06:24:28,14.975,122.0456,88.7,62,100,7.05,overcast clouds
326,Nome,US,2021-06-06 06:24:28,64.5011,-165.4064,35.67,93,90,11.5,moderate rain
327,Ouro Preto Do Oeste,BR,2021-06-06 06:24:29,-10.7481,-62.2158,73.62,78,100,4.16,overcast clouds
328,Sobolevo,RU,2021-06-06 06:24:29,54.4299,31.8996,60.76,73,69,7.23,broken clouds
329,Jieshi,CN,2021-06-06 06:24:29,22.8134,115.8257,82.2,76,59,8.21,broken clouds
330,Saint-Leu,RE,2021-06-06 06:24:30,-21.15,55.2833,79.0,78,0,6.91,light rain
331,Japura,ID,2021-06-06 06:24:30,-0.3167,102.35,95.09,41,96,3.29,overcast clouds
332,Klaksvik,FO,2021-06-06 06:24:31,62.2266,-6.589,49.12,91,64,12.44,broken clouds
333,Manoel Urbano,BR,2021-06-06 06:24:31,-8.8389,-69.2597,71.92,85,100,0.36,overcast clouds
334,Benghazi,LY,2021-06-06 06:24:32,32.1167,20.0667,71.67,57,1,6.76,clear sky
335,Acarau,BR,2021-06-06 06:24:32,-2.8856,-40.12,75.34,89,0,10.22,clear sky
336,Grindavik,IS,2021-06-06 06:24:33,63.8424,-22.4338,48.15,87,75,18.21,broken clouds
337,Holbeach,GB,2021-06-06 06:24:33,52.804,0.0144,57.99,87,98,1.99,overcast clouds
338,Carutapera,BR,2021-06-06 06:24:34,-1.195,-46.02,74.21,93,84,2.77,broken clouds
339,Batagay-Alyta,RU,2021-06-06 06:24:35,67.8006,130.4114,49.66,51,85,8.5,light rain
340,Huancabamba,PE,2021-06-06 06:24:35,-5.2386,-79.4506,56.71,91,99,4.92,overcast clouds
341,Okato,NZ,2021-06-06 06:24:36,-39.2,173.8833,55.42,88,100,11.56,light rain
342,Okhotsk,RU,2021-06-06 06:24:36,59.3833,143.3,45.63,78,99,6.46,overcast clouds
343,Rognan,NO,2021-06-06 06:24:37,67.0953,15.3878,61.0,57,2,2.19,clear sky
344,Ust-Kuyga,RU,2021-06-06 06:24:38,70.0167,135.6,47.34,56,91,2.44,overcast clouds
345,Turukhansk,RU,2021-06-06 06:21:15,65.8167,87.9833,36.97,75,100,14.72,overcast clouds
346,Chapais,CA,2021-06-06 06:24:38,49.7834,-74.8492,44.6,93,1,3.15,clear sky
347,Jalu,LY,2021-06-06 06:24:39,29.0331,21.5482,73.36,38,0,10.36,clear sky
348,Saint-Francois,FR,2021-06-06 06:24:39,46.4154,3.9054,60.19,96,90,4.61,mist
349,Honiara,SB,2021-06-06 06:24:40,-9.4333,159.95,81.77,82,94,1.88,overcast clouds
350,Northam,GB,2021-06-06 06:24:41,51.0333,-4.2167,55.0,97,100,1.99,overcast clouds
351,Nioro,GM,2021-06-06 06:24:41,13.35,-15.75,76.59,79,10,7.61,clear sky
352,Soe,ID,2021-06-06 06:24:42,-9.8607,124.284,76.71,62,74,8.05,broken clouds
353,Hare Bay,CA,2021-06-06 06:24:42,48.8499,-54.0148,55.4,100,95,9.22,overcast clouds
354,Arawa,PG,2021-06-06 06:24:43,-6.2132,155.5367,82.42,86,22,4.59,light rain
355,Airai,TL,2021-06-06 06:24:43,-8.9266,125.4092,68.29,68,71,3.65,broken clouds
356,Longyearbyen,SJ,2021-06-06 06:24:44,78.2186,15.6401,35.6,69,20,9.22,few clouds
357,Belmonte,BR,2021-06-06 06:24:45,-15.8631,-38.8828,73.9,89,51,8.05,broken clouds
358,Mount Gambier,AU,2021-06-06 06:24:45,-37.8333,140.7667,60.71,82,75,16.11,broken clouds
359,Anzoategui,CO,2021-06-06 06:24:45,4.63,-75.0954,58.17,87,99,3.85,overcast clouds
360,Floro,NO,2021-06-06 06:24:46,61.5996,5.0328,59.23,94,75,6.91,broken clouds
361,Conceicao Do Araguaia,BR,2021-06-06 06:24:46,-8.2578,-49.2647,78.93,78,0,0.94,clear sky
362,Ladario,BR,2021-06-06 06:24:47,-19.0047,-57.6017,77.31,38,100,1.36,overcast clouds
363,Hobyo,SO,2021-06-06 06:24:48,5.3505,48.5268,83.01,68,32,20.49,scattered clouds
364,Dingtao,CN,2021-06-06 06:24:48,35.0683,115.5625,101.21,17,2,11.65,clear sky
365,Svetlogorsk,BY,2021-06-06 06:24:48,52.6333,29.7333,62.67,68,98,6.11,overcast clouds
366,Dabwali,IN,2021-06-06 06:24:49,29.95,74.7333,101.75,22,0,7.78,clear sky
367,Sitka,US,2021-06-06 06:24:49,57.0531,-135.33,51.69,76,75,13.8,light rain
368,Mahanoro,MG,2021-06-06 06:24:50,-19.9,48.8,70.74,82,37,13.02,scattered clouds
369,Komsomolskiy,UZ,2021-06-06 06:24:50,40.4272,71.7189,94.42,24,0,9.22,clear sky
370,Oranjemund,NA,2021-06-06 06:24:51,-28.55,16.4333,63.68,36,0,22.44,clear sky
371,Marsa Matruh,EG,2021-06-06 06:24:51,31.3525,27.2453,69.8,68,0,6.91,clear sky
372,Talcahuano,CL,2021-06-06 06:24:52,-36.7167,-73.1167,44.28,100,100,0.0,mist
373,Aksu,CN,2021-06-06 06:24:52,41.1231,80.2644,91.13,11,57,4.94,broken clouds
374,Kruisfontein,ZA,2021-06-06 06:24:53,-34.0033,24.7314,52.72,25,0,10.27,clear sky
375,Margate,GB,2021-06-06 06:24:53,51.3813,1.3862,61.0,82,14,1.01,few clouds
376,Zhuanghe,CN,2021-06-06 06:24:54,39.7008,122.9911,71.29,63,60,13.02,broken clouds
377,Vegachi,CO,2021-06-06 06:24:55,6.7614,-74.7947,64.83,99,97,3.11,overcast clouds
378,Zhigansk,RU,2021-06-06 06:24:55,66.7697,123.3711,57.09,29,68,10.38,broken clouds
379,Muroto,JP,2021-06-06 06:24:56,33.2833,134.15,71.6,78,75,4.61,broken clouds
380,Emerald,AU,2021-06-06 06:24:56,-23.5333,148.1667,69.8,26,0,5.75,clear sky
381,Sinnamary,GF,2021-06-06 06:24:57,5.3833,-52.95,77.04,88,95,7.25,overcast clouds
382,Half Moon Bay,US,2021-06-06 06:24:57,37.4636,-122.4286,59.0,87,75,5.01,mist
383,Dmitriyevskaya,RU,2021-06-06 06:24:58,45.6564,40.7653,65.68,75,16,11.01,few clouds
384,Anshun,CN,2021-06-06 06:24:58,26.25,105.9333,81.05,34,10,8.79,clear sky
385,Maragogi,BR,2021-06-06 06:24:59,-9.0122,-35.2225,74.79,85,6,9.1,clear sky
386,Sao Filipe,CV,2021-06-06 06:24:59,14.8961,-24.4956,74.93,73,86,13.33,overcast clouds
387,Yashkul,RU,2021-06-06 06:24:59,46.1711,45.3435,69.22,53,7,5.32,clear sky
388,Lovington,US,2021-06-06 06:25:00,32.944,-103.3485,78.42,52,90,1.01,overcast clouds
389,Gadung,PH,2021-06-06 06:25:01,6.8025,124.02,80.83,77,66,7.18,moderate rain
390,Vallenar,CL,2021-06-06 06:25:02,-28.5708,-70.7581,55.51,84,2,0.76,clear sky
391,Port Moresby,PG,2021-06-06 06:21:15,-9.4431,147.1797,80.02,83,40,23.02,scattered clouds
392,Pitimbu,BR,2021-06-06 06:25:04,-7.4706,-34.8086,73.4,100,75,4.61,broken clouds
393,Warrensburg,US,2021-06-06 06:20:57,38.7628,-93.7361,71.42,85,1,4.61,clear sky
394,Port Hedland,AU,2021-06-06 06:25:04,-20.3167,118.5667,80.65,44,80,14.97,broken clouds
395,Thanh Hoa,VN,2021-06-06 06:23:53,19.8,105.7667,88.79,66,90,8.79,overcast clouds
396,Bonthe,SL,2021-06-06 06:25:05,7.5264,-12.505,79.02,84,84,2.19,broken clouds
397,Mayo,US,2021-06-06 06:25:05,38.8876,-76.5119,76.95,83,1,8.25,clear sky
398,Slave Lake,CA,2021-06-06 06:25:06,55.2834,-114.769,57.18,47,90,13.8,overcast clouds
399,Amarante Do Maranhao,BR,2021-06-06 06:25:07,-5.5667,-46.7422,70.68,80,35,2.57,scattered clouds
400,Kippen,GB,2021-06-06 06:25:07,56.1268,-4.1709,53.6,80,27,4.54,scattered clouds
401,Povoa De Santa Iria,PT,2021-06-06 06:25:08,38.861,-9.0645,62.26,86,20,3.0,few clouds
402,Muncar,ID,2021-06-06 06:25:09,-8.4333,114.3333,85.73,67,35,9.15,scattered clouds
403,Riyadh,SA,2021-06-06 06:24:18,24.6877,46.7219,104.14,6,0,9.22,clear sky
404,Castanos,MX,2021-06-06 06:25:09,26.7833,-101.4167,79.34,53,1,4.94,clear sky
405,Mananjary,MG,2021-06-06 06:25:11,-21.2167,48.3333,68.63,86,75,12.01,light rain
406,Wau,SS,2021-06-06 06:25:11,7.7029,27.9953,76.53,77,99,6.46,overcast clouds
407,Rio Cuarto,AR,2021-06-06 06:20:17,-33.1307,-64.3499,43.83,62,100,8.28,overcast clouds
408,Birjand,IR,2021-06-06 06:25:13,32.8663,59.2211,99.07,5,0,0.0,clear sky
409,Namibe,AO,2021-06-06 06:25:14,-15.1961,12.1522,71.87,53,34,0.43,scattered clouds
410,Praia,CV,2021-06-06 06:25:14,14.9215,-23.5087,73.94,60,0,24.16,clear sky
411,Inhambane,MZ,2021-06-06 06:25:15,-23.865,35.3833,66.18,88,40,4.61,light rain
412,Akureyri,IS,2021-06-06 06:25:15,65.6835,-18.0878,44.53,87,20,4.61,few clouds
413,Broken Hill,AU,2021-06-06 06:21:06,-31.95,141.4333,64.11,45,28,6.91,scattered clouds
414,Caldwell,US,2021-06-06 06:22:44,43.6629,-116.6874,63.84,40,1,19.57,clear sky
415,Ormara,PK,2021-06-06 06:25:16,25.2088,64.6357,84.6,73,98,9.35,overcast clouds
416,Pine Bluff,US,2021-06-06 06:25:17,34.2284,-92.0032,71.58,97,100,6.69,overcast clouds
417,Lakes Entrance,AU,2021-06-06 06:25:17,-37.8811,147.981,64.18,59,87,5.53,overcast clouds
418,Itamaraca,BR,2021-06-06 06:25:18,-7.7478,-34.8256,73.4,78,75,13.8,broken clouds
419,Cabedelo,BR,2021-06-06 06:25:18,-6.9811,-34.8339,74.07,86,77,10.04,broken clouds
420,Comodoro Rivadavia,AR,2021-06-06 06:25:20,-45.8667,-67.5,42.66,65,0,11.5,clear sky
421,Rafaela,AR,2021-06-06 06:25:20,-31.2503,-61.4867,49.05,66,2,4.0,light rain
422,Celestun,MX,2021-06-06 06:25:21,20.8667,-90.4,83.34,66,94,14.45,overcast clouds
423,Santa Isabel Do Rio Negro,BR,2021-06-06 06:25:21,-0.4139,-65.0192,72.28,98,86,2.33,overcast clouds
424,Axim,GH,2021-06-06 06:25:22,4.8699,-2.2405,78.3,82,75,4.16,broken clouds
425,Vanimo,PG,2021-06-06 06:25:22,-2.6741,141.3028,83.08,77,76,5.1,broken clouds
426,Drimmelen,NL,2021-06-06 06:25:23,51.7067,4.8042,60.96,82,13,4.0,few clouds
427,Segezha,RU,2021-06-06 06:25:23,63.7415,34.3222,60.06,59,100,7.74,overcast clouds
428,Shingu,JP,2021-06-06 06:25:24,33.7333,135.9833,71.6,78,75,3.44,broken clouds
429,Mae Sai,TH,2021-06-06 06:25:24,20.4335,99.8762,91.44,59,100,3.71,overcast clouds
430,Skjervoy,NO,2021-06-06 06:25:25,70.0311,20.9714,42.91,77,7,2.21,clear sky
431,Kamenka,RU,2021-06-06 06:25:26,51.3223,42.7678,57.97,90,100,9.42,overcast clouds
432,Alofi,NU,2021-06-06 06:25:27,-19.0595,-169.9187,68.0,88,24,3.44,few clouds
433,Pahrump,US,2021-06-06 06:24:06,36.2083,-115.9839,92.84,12,0,1.01,clear sky
434,Virginia Beach,US,2021-06-06 06:25:27,36.8529,-75.978,76.01,89,1,5.75,clear sky
435,Bumba,CD,2021-06-06 06:25:28,2.1833,22.4667,71.01,97,100,1.83,light rain
436,Tabou,CI,2021-06-06 06:25:28,4.423,-7.3528,75.85,91,82,3.29,moderate rain
437,Buchanan,LR,2021-06-06 06:25:29,5.8808,-10.0467,77.0,94,20,2.57,few clouds
438,Puerto Ayacucho,VE,2021-06-06 06:25:29,5.6639,-67.6236,74.01,91,45,3.65,scattered clouds
439,Luba,GQ,2021-06-06 06:25:30,3.4568,8.5547,76.89,96,100,6.11,heavy intensity rain
440,Espanola,US,2021-06-06 06:25:30,35.9911,-106.0806,71.58,56,100,6.13,overcast clouds
441,Omboue,GA,2021-06-06 06:25:31,-1.5746,9.2618,76.64,91,100,3.24,overcast clouds
442,Ekhabi,RU,2021-06-06 06:25:31,53.5102,142.9671,34.99,96,100,19.3,light rain
443,Hokitika,NZ,2021-06-06 06:25:32,-42.7167,170.9667,55.27,90,100,6.44,light rain
444,Srednekolymsk,RU,2021-06-06 06:25:32,67.45,153.6833,72.45,26,10,18.48,clear sky
445,Suhut,TR,2021-06-06 06:25:33,38.5311,30.5458,54.66,54,0,3.62,clear sky
446,Puerto Asis,CO,2021-06-06 06:25:33,0.5133,-76.5007,71.64,96,83,1.5,broken clouds
447,Malaya Serdoba,RU,2021-06-06 06:25:34,52.4661,44.9512,56.79,95,98,9.37,overcast clouds
448,Sungaipenuh,ID,2021-06-06 06:25:35,-2.0833,101.3833,75.54,73,45,4.16,scattered clouds
449,Algiers,DZ,2021-06-06 06:21:22,36.7525,3.042,66.02,94,75,8.7,broken clouds
450,Rudnogorsk,RU,2021-06-06 06:25:36,57.2639,103.7519,61.95,26,94,12.01,overcast clouds
451,Sibenik,HR,2021-06-06 06:25:37,43.7272,15.9058,69.8,68,0,3.44,clear sky
